PassengerId,Survived
892,0.19002884571369524
893,0.12869840329479384
894,0.19789679577660416
895,0.23645637637420935
896,0.2714795196073946
897,0.33380953084529685
898,0.21699699707057285
899,0.4832728166179627
900,0.30173131126436337
901,0.2788619890344916
902,0.21889529322048634
903,0.5648854537532564
904,0.7525707063886058
905,0.19208682397614868
906,0.5557665588389931
907,0.5017743134042939
908,0.40129475553410926
909,0.2788619890344916
910,0.23645637637420935
911,0.13723051082252438
912,0.4819763565723076
913,0.37614868270372187
914,0.7035788953087144
915,0.7660967843073807
916,0.5466099434311403
917,0.11675107486934876
918,0.7593986750859789
919,0.2678346066916012
920,0.6097094666098875
921,0.21889529322048634
922,0.27781906535678613
923,0.5017743134042939
924,0.19872225179562353
925,0.21889529322048634
926,0.7012508923035989
927,0.2978462894438902
928,0.21889529322048634
929,0.2788619890344916
930,0.25008190146289805
931,0.21889529322048634
932,0.16570299048352785
933,0.7035788953087144
934,0.15572015536578127
935,0.4464571591196786
936,0.5739606556684691
937,0.25008190146289805
938,0.5739606556684691
939,0.21889529322048634
940,0.4360513198205413
941,0.18162953998724998
942,0.7456138779168319
943,0.47403607281428234
944,0.5387121851157848
945,0.7165256916545819
946,0.44921117159118623
947,0.36750321609267256
948,0.18719650182884182
949,0.25008190146289805
950,0.21889529322048634
951,0.6527543977554796
952,0.3095868438772397
953,0.4282421645264589
954,0.30173131126436337
955,0.2714795196073946
956,0.8149536747633134
957,0.44921117159118623
958,0.30173131126436337
959,0.5557665588389931
960,0.6934389140845918
961,0.4360513198205413
962,0.2570878336743117
963,0.2788619890344916
964,0.22335212183862194
965,0.7127514429927853
966,0.6610964353118395
967,0.681510655909005
968,0.21889529322048634
969,0.4819763565723076
970,0.4464571591196786
971,0.2570878336743117
972,0.4025428353259152
973,0.3737150630421838
974,0.5374216813984923
975,0.21889529322048634
976,0.44921117159118623
977,0.21889529322048634
978,0.23645637637420935
979,0.30173131126436337
980,0.21889529322048634
981,0.6945415507910339
982,0.2714795196073946
983,0.21889529322048634
984,0.7239835299381981
985,0.21889529322048634
986,0.7385294072686053
987,0.25008190146289805
988,0.2995479783244467
989,0.22335212183862194
990,0.2863663007961075
991,0.19872225179562353
992,0.591956688204541
993,0.47403607281428234
994,0.21889529322048634
995,0.24320438816040593
996,0.3175538850194216
997,0.22983873430720003
998,0.2788619890344916
999,0.21889529322048634
1000,0.21889529322048634
1001,0.5524766660113518
1002,0.3492889493790111
1003,0.21889529322048634
1004,0.6527543977554796
1005,0.2978462894438902
1006,0.40896399801675715
1007,0.30173131126436337
1008,0.21889529322048634
1009,0.4477406564144224
1010,0.6527543977554796
1011,0.455622033732208
1012,0.6109442956070017
1013,0.21889529322048634
1014,0.6610964353118395
1015,0.22983873430720003
1016,0.21889529322048634
1017,0.3095868438772397
1018,0.2714795196073946
1019,0.21889529322048634
1020,0.340923461602098
1021,0.2570878336743117
1022,0.20468207624025966
1023,0.5004762924068055
1024,0.21889529322048634
1025,0.21889529322048634
1026,0.14623332450067777
1027,0.2570878336743117
1028,0.2398141353588303
1029,0.4832728166179627
1030,0.2642208822252297
1031,0.16064888163633095
1032,0.36750321609267256
1033,0.6774800520271087
1034,0.4269713477159373
1035,0.4648170642128451
1036,0.6008662146268776
1037,0.2107736232829257
1038,0.7035788953087144
1039,0.2714795196073946
1040,0.7035788953087144
1041,0.4464571591196786
1042,0.7525707063886058
1043,0.21889529322048634
1044,0.0822451647702563
1045,0.18162953998724998
1046,0.34209106343711715
1047,0.2570878336743117
1048,0.7089473551017201
1049,0.2642208822252297
1050,0.6008662146268776
1051,0.24320438816040593
1052,0.21889529322048634
1053,0.3936735383952481
1054,0.4832728166179627
1055,0.21889529322048634
1056,0.3492889493790111
1057,0.24320438816040593
1058,0.5466099434311403
1059,0.30173131126436337
1060,0.7035788953087144
1061,0.2714795196073946
1062,0.21889529322048634
1063,0.23645637637420935
1064,0.2642208822252297
1065,0.21889529322048634
1066,0.16064888163633095
1067,0.5842480338564241
1068,0.5387121851157848
1069,0.4912233197660835
1070,0.39243489516349334
1071,0.40004795433800255
1072,0.4464571591196786
1073,0.6443174982212098
1074,0.7854051020292647
1075,0.21889529322048634
1076,0.7239835299381981
1077,0.35774828615586
1078,0.5295016367595936
1079,0.3095868438772397
1080,0.21889529322048634
1081,0.35774828615586
1082,0.4102195870589037
1083,0.7035788953087144
1084,0.3546946556991554
1085,0.20383816191618087
1086,0.6455064939747267
1087,0.19872225179562353
1088,0.850894438207917
1089,0.30173131126436337
1090,0.5110264072283472
1091,0.21889529322048634
1092,0.21889529322048634
1093,0.4538806644985836
1094,0.5557665588389931
1095,0.6455064939747267
1096,0.49252100433791857
1097,0.7035788953087144
1098,0.18719650182884182
1099,0.5017743134042939
1100,0.6774800520271087
1101,0.25008190146289805
1102,0.20468207624025966
1103,0.21889529322048634
1104,0.5661611899719056
1105,0.2099112221024826
1106,0.17088373265993634
1107,0.6008662146268776
1108,0.21889529322048634
1109,0.46352570171072693
1110,0.5282079321382329
1111,0.21889529322048634
1112,0.4464571591196786
1113,0.2788619890344916
1114,0.520270952548926
1115,0.2788619890344916
1116,0.5004762924068055
1117,0.21889529322048634
1118,0.2642208822252297
1119,0.21889529322048634
1120,0.1581689280945563
1121,0.39243489516349334
1122,0.5932102105181272
1123,0.7660967843073807
1124,0.2788619890344916
1125,0.21889529322048634
1126,0.6271763251834516
1127,0.2863663007961075
1128,0.40004795433800255
1129,0.2863663007961075
1130,0.5570480662056675
1131,0.5466099434311403
1132,0.4819763565723076
1133,0.3164297518302288
1134,0.5739606556684691
1135,0.21889529322048634
1136,0.21889529322048634
1137,0.6097094666098875
1138,0.520270952548926
1139,0.340923461602098
1140,0.455622033732208
1141,0.21889529322048634
1142,0.7029561964617063
1143,0.2863663007961075
1144,0.7239835299381981
1145,0.2570878336743117
1146,0.20168571201703228
1147,0.21889529322048634
1148,0.21889529322048634
1149,0.22983873430720003
1150,0.5478963777225544
1151,0.2788619890344916
1152,0.17889473598758115
1153,0.2788619890344916
1154,0.455622033732208
1155,0.4477406564144224
1156,0.4464571591196786
1157,0.21889529322048634
1158,0.7035788953087144
1159,0.21889529322048634
1160,0.21889529322048634
1161,0.3095868438772397
1162,0.5648854537532564
1163,0.21889529322048634
1164,0.7313187351445234
1165,0.21889529322048634
1166,0.21889529322048634
1167,0.5387121851157848
1168,0.4648170642128451
1169,0.35774828615586
1170,0.4464571591196786
1171,0.520270952548926
1172,0.2642208822252297
1173,0.45002994308226807
1174,0.21889529322048634
1175,0.37614868270372187
1176,0.43860658469915464
1177,0.18162953998724998
1178,0.21889529322048634
1179,0.7456138779168319
1180,0.21889529322048634
1181,0.21889529322048634
1182,0.7035788953087144
1183,0.21699699707057285
1184,0.21889529322048634
1185,0.5004762924068055
1186,0.18162953998724998
1187,0.24320438816040593
1188,0.7023374921944572
1189,0.21889529322048634
1190,0.7012508923035989
1191,0.22335212183862194
1192,0.20468207624025966
1193,0.44921117159118623
1194,0.33265590296479575
1195,0.2570878336743117
1196,0.21889529322048634
1197,0.40004795433800255
1198,0.7012508923035989
1199,0.4492971363387901
1200,0.4819763565723076
1201,0.13723051082252438
1202,0.30173131126436337
1203,0.2714795196073946
1204,0.21889529322048634
1205,0.17619224456184074
1206,0.4819763565723076
1207,0.3095868438772397
1208,0.46352570171072693
1209,0.5478963777225544
1210,0.23645637637420935
1211,0.520270952548926
1212,0.24320438816040593
